interaction_id,user_id,search_category,recommended_platform,chosen_platform,recommended_price,chosen_price,delivery_time,coupon_used,cashback_used,user_clicked_recommendation,booking_completed,savings_amount,user_rating,timestamp
INT003328,USER01057,Shopping,Amazon,Amazon,2248.04,2248.04,96.0,No,No,Yes,Yes,1785.31,5,2026-04-14 16:14:22
INT003329,USER00744,Food,Zomato,Zomato,274.91,274.91,0.23,No,Yes,Yes,Yes,0.0,5,2026-02-16 23:56:13
INT003330,USER00985,Shopping,Amazon,Amazon,13561.51,13561.51,48.0,No,No,Yes,Yes,162.61,4,2026-07-20 04:22:18
INT003331,USER02404,Food,Swiggy,Swiggy,128.43,128.43,0.45,No,No,Yes,Yes,82.65,4,2026-06-29 06:11:48
INT003332,USER00317,Ride,Ola,Ola,643.52,643.52,0.08,No,No,No,Yes,136.45,4,2026-04-26 22:45:08
INT003333,USER01991,Food,Zomato,Zomato,67.68,67.68,0.5,No,No,Yes,Yes,67.23,5,2026-06-12 15:56:38
INT003334,USER02313,Shopping,Flipkart,Flipkart,1081.1,1081.1,24.0,No,Yes,No,Yes,1162.52,5,2026-07-24 19:10:26
INT003335,USER02045,Shopping,Ajio,Ajio,1538.27,1538.27,48.0,No,No,Yes,Yes,1846.03,5,2026-05-15 11:34:26
INT003336,USER00666,Medicine,Apollo,Apollo,116.3,116.3,88.3,Yes,Yes,Yes,Yes,0.0,5,2026-04-02 01:59:45
INT003337,USER01009,Shopping,Ajio,Ajio,7064.68,7064.68,168.0,No,No,Yes,Yes,3138.18,4,2026-05-12 18:08:49
INT003338,USER00373,Shopping,Ajio,Ajio,1635.97,1635.97,24.0,Yes,No,Yes,Yes,1314.56,5,2026-03-14 09:07:54
INT003339,USER00008,Shopping,Flipkart,Flipkart,1234.63,1234.63,96.0,No,No,Yes,Yes,76.3,5,2026-06-05 03:49:29
INT003340,USER02260,Shopping,Amazon,Amazon,12415.03,12415.03,24.0,No,No,Yes,Yes,4811.92,4,2026-06-07 02:13:26
INT003341,USER01011,Food,Zomato,Zomato,117.14,117.14,0.7,No,No,Yes,Yes,52.83,3,2026-02-18 03:12:07
INT003342,USER01853,Shopping,Amazon,Amazon,2453.51,2453.51,72.0,No,No,Yes,Yes,2775.83,5,2026-07-20 17:51:24
INT003343,USER00664,Food,Zomato,Zomato,193.01,193.01,0.32,Yes,No,Yes,Yes,44.58,4,2026-04-09 14:55:33
INT003344,USER00652,Ride,Ola,Ola,489.45,489.45,0.13,No,Yes,Yes,Yes,149.32,5,2026-07-28 05:21:12
INT003345,USER00361,Food,Swiggy,Swiggy,196.32,196.32,0.5,Yes,No,Yes,Yes,54.47,4,2026-05-10 17:09:54
INT003346,USER00139,Shopping,Amazon,Amazon,17694.17,17694.17,48.0,No,Yes,No,No,3461.03,2,2026-04-28 23:33:01
INT003347,USER01503,Food,Zomato,Zomato,84.23,84.23,0.43,No,No,Yes,Yes,22.22,4,2026-04-11 12:20:19
INT003348,USER01572,Food,Zomato,Zomato,136.11,136.11,0.6,Yes,No,Yes,Yes,50.2,5,2026-02-22 22:52:38
INT003349,USER00046,Shopping,Amazon,Amazon,44369.48,44369.48,24.0,Yes,No,Yes,Yes,57366.42,5,2026-06-17 02:59:42
INT003350,USER00805,Ride,Rapido,Rapido,965.26,965.26,0.17,No,No,Yes,No,182.8,2,2026-02-26 17:01:39
INT003351,USER01325,Ride,Rapido,Rapido,508.22,508.22,0.1,Yes,Yes,Yes,Yes,107.09,5,2026-06-23 01:18:05
INT003352,USER01239,Food,Zomato,Zomato,225.85,225.85,0.53,No,No,Yes,No,18.21,3,2026-07-01 16:51:22
INT003353,USER00649,Shopping,Flipkart,Flipkart,5014.55,5014.55,72.0,Yes,No,No,Yes,2121.93,4,2026-03-17 09:06:41
INT003354,USER00740,Shopping,Ajio,Ajio,3534.96,3534.96,24.0,No,No,Yes,Yes,1692.03,5,2026-05-27 05:01:46
INT003355,USER00326,Food,Swiggy,Swiggy,150.73,150.73,0.63,Yes,No,Yes,Yes,44.85,3,2026-07-01 10:02:26
INT003356,USER00859,Shopping,Amazon,Amazon,1429.02,1429.02,24.0,Yes,No,Yes,Yes,869.78,4,2026-02-14 14:20:51
INT003357,USER01570,Food,Zomato,Zomato,404.72,404.72,0.6,Yes,No,Yes,Yes,23.74,5,2026-02-06 22:33:31
INT003358,USER02884,Ride,Ola,Ola,159.4,159.4,0.08,No,No,No,Yes,25.05,5,2026-07-24 09:48:48
INT003359,USER00313,Medicine,Apollo,Apollo,37.66,37.66,11.7,Yes,No,Yes,Yes,9.92,5,2026-04-20 03:22:35
INT003360,USER01353,Medicine,Apollo,Apollo,96.29,96.29,13.6,No,No,Yes,Yes,3.32,4,2026-05-11 04:47:51
INT003361,USER02067,Ride,Uber,Uber,446.42,446.42,0.12,No,No,Yes,Yes,273.05,5,2026-07-06 15:17:48
INT003362,USER00292,Food,Zomato,Swiggy,173.5,139.01,0.37,No,No,No,Yes,34.49,4,2026-03-19 11:15:14
INT003363,USER00708,Shopping,Amazon,Flipkart,7870.15,3251.06,24.0,No,No,No,Yes,4619.09,4,2026-04-25 11:42:29
INT003364,USER00496,Shopping,Ajio,Flipkart,6692.66,6019.0,120.0,No,No,No,No,1186.02,4,2026-03-22 14:36:46
INT003365,USER00561,Food,Swiggy,Swiggy,149.01,149.01,0.48,No,Yes,No,Yes,0.0,5,2026-06-07 23:28:38
INT003366,USER00664,Food,Swiggy,Swiggy,253.52,253.52,0.37,Yes,Yes,Yes,No,41.58,2,2026-07-03 19:05:52
INT003367,USER00174,Ride,Uber,Uber,237.38,237.38,0.07,Yes,No,Yes,Yes,163.2,5,2026-04-12 07:14:36
INT003368,USER02711,Shopping,Flipkart,Flipkart,1431.96,1431.96,72.0,Yes,No,Yes,No,992.2,3,2026-07-25 01:21:21
INT003369,USER02219,Shopping,Amazon,Flipkart,65425.34,130952.18,48.0,No,No,Yes,Yes,0.0,3,2026-05-11 19:57:24
INT003370,USER00045,Food,Swiggy,Swiggy,325.55,325.55,0.48,Yes,No,Yes,No,125.54,4,2026-05-28 17:15:25
INT003371,USER02642,Medicine,Netmeds,Netmeds,94.48,94.48,35.8,No,Yes,Yes,Yes,43.33,4,2026-03-02 01:58:11
INT003372,USER01002,Shopping,Amazon,Flipkart,2964.98,5850.37,48.0,No,No,Yes,Yes,0.0,5,2026-06-09 16:10:02
INT003373,USER02021,Medicine,PharmEasy,PharmEasy,145.32,145.32,27.3,No,No,No,Yes,21.42,5,2026-05-18 09:54:39
INT003374,USER01298,Shopping,Amazon,Amazon,67047.02,67047.02,24.0,Yes,No,No,Yes,29910.09,4,2026-03-23 16:21:01
INT003375,USER00480,Ride,Ola,Uber,145.02,183.8,0.08,No,No,Yes,Yes,20.29,4,2026-02-08 07:25:50
INT003376,USER01929,Shopping,Amazon,Amazon,10407.07,10407.07,96.0,Yes,No,Yes,Yes,592.37,4,2026-05-03 07:31:19
INT003377,USER01633,Food,Swiggy,Swiggy,105.48,105.48,0.77,Yes,No,No,Yes,28.82,4,2026-04-15 10:32:24
INT003378,USER00531,Ride,Ola,Ola,228.11,228.11,0.17,Yes,No,Yes,No,50.22,4,2026-02-27 23:05:37
INT003379,USER00025,Food,Swiggy,Zomato,187.56,160.31,0.62,No,No,No,Yes,27.25,4,2026-02-09 06:14:33
INT003380,USER02322,Shopping,Flipkart,Flipkart,5545.75,5545.75,24.0,No,No,No,Yes,1300.14,4,2026-07-04 17:15:06
INT003381,USER02199,Food,Zomato,Zomato,146.26,146.26,0.37,No,No,Yes,Yes,9.56,4,2026-02-16 15:20:50
INT003382,USER00157,Food,Zomato,Zomato,131.6,131.6,0.58,No,No,Yes,Yes,18.73,5,2026-06-10 03:32:33
INT003383,USER02440,Ride,Uber,Uber,78.83,78.83,0.1,No,No,Yes,Yes,38.25,5,2026-03-12 13:38:43
INT003384,USER00366,Shopping,Flipkart,Flipkart,31324.32,31324.32,120.0,No,No,Yes,No,7227.56,3,2026-03-01 21:02:58
INT003385,USER01012,Food,Zomato,Zomato,258.62,258.62,0.38,Yes,No,Yes,Yes,4.66,5,2026-03-21 15:54:04
INT003386,USER02261,Ride,Uber,Ola,138.53,173.04,0.08,No,No,No,Yes,0.0,4,2026-07-18 00:41:48
INT003387,USER00901,Ride,Ola,Ola,227.71,227.71,0.08,Yes,No,Yes,Yes,10.71,4,2026-03-15 07:24:18
INT003388,USER00153,Ride,Uber,Uber,287.13,287.13,0.03,No,No,No,Yes,67.84,4,2026-03-31 22:48:23
INT003389,USER00003,Food,Zomato,Zomato,214.14,214.14,0.45,No,No,Yes,No,62.45,2,2026-06-12 06:24:52
INT003390,USER00432,Ride,Rapido,Ola,239.0,440.37,0.15,No,No,No,Yes,0.0,4,2026-02-22 05:42:53
INT003391,USER00889,Ride,Ola,Ola,372.19,372.19,0.02,Yes,No,Yes,Yes,14.06,5,2026-04-21 22:30:03
INT003392,USER02406,Food,Zomato,Swiggy,372.25,268.15,0.55,No,No,No,Yes,104.1,4,2026-07-21 01:09:51
INT003393,USER02694,Shopping,Amazon,Amazon,1666.74,1666.74,96.0,Yes,No,No,No,2504.42,3,2026-05-14 20:40:57
INT003394,USER00207,Ride,Rapido,Rapido,350.06,350.06,0.03,No,No,No,Yes,15.32,5,2026-06-19 01:20:39
INT003395,USER00037,Shopping,Amazon,Amazon,88891.17,88891.17,48.0,No,Yes,No,Yes,12552.92,4,2026-06-08 14:47:38
INT003396,USER00973,Ride,Rapido,Rapido,412.11,412.11,0.08,Yes,No,Yes,Yes,316.25,4,2026-06-21 15:53:04
INT003397,USER01488,Food,Swiggy,Swiggy,196.07,196.07,0.67,No,No,No,Yes,6.94,5,2026-04-02 09:30:08
INT003398,USER01579,Medicine,PharmEasy,Apollo,79.68,74.41,117.8,Yes,Yes,Yes,Yes,11.65,4,2026-03-28 20:49:55
INT003399,USER00753,Food,Swiggy,Swiggy,255.88,255.88,0.6,No,No,No,Yes,26.48,5,2026-07-19 20:19:32
INT003400,USER02057,Medicine,Netmeds,Apollo,42.8,62.55,5.5,No,No,No,Yes,9.77,4,2026-06-20 01:57:14
INT003401,USER00069,Food,Swiggy,Swiggy,227.97,227.97,0.2,No,No,No,Yes,63.84,4,2026-06-30 23:01:04
INT003402,USER02768,Shopping,Flipkart,Flipkart,1154.71,1154.71,48.0,No,No,Yes,Yes,374.6,5,2026-06-21 15:21:30
INT003403,USER00017,Ride,Ola,Rapido,260.53,254.41,0.15,Yes,No,No,Yes,6.12,3,2026-02-02 12:40:41
INT003404,USER00089,Ride,Uber,Uber,283.89,283.89,0.13,No,No,Yes,Yes,2.33,5,2026-03-31 03:31:43
INT003405,USER02967,Food,Swiggy,Swiggy,247.17,247.17,0.43,No,No,No,Yes,148.54,5,2026-06-30 14:08:16
INT003406,USER00716,Ride,Uber,Uber,534.25,534.25,0.03,No,No,Yes,Yes,112.0,5,2026-06-27 18:37:27
INT003407,USER00526,Food,Swiggy,Swiggy,237.3,237.3,0.57,Yes,Yes,Yes,No,91.86,2,2026-03-04 22:37:08
INT003408,USER00202,Food,Swiggy,Swiggy,154.19,154.19,0.77,No,Yes,Yes,Yes,29.44,5,2026-02-27 04:54:27
INT003409,USER00530,Medicine,PharmEasy,Apollo,30.42,37.84,23.1,Yes,No,No,Yes,0.0,5,2026-03-10 07:43:03
INT003410,USER02720,Shopping,Amazon,Flipkart,15234.87,15197.4,96.0,Yes,Yes,No,No,4127.95,1,2026-04-05 01:23:11
INT003411,USER00025,Medicine,Apollo,Apollo,20.91,20.91,22.1,No,No,No,Yes,20.47,4,2026-07-12 23:44:34
INT003412,USER00037,Ride,Ola,Ola,364.36,364.36,0.1,No,No,Yes,Yes,210.33,4,2026-07-02 12:52:32
INT003413,USER00005,Shopping,Amazon,Amazon,351.45,351.45,48.0,No,No,No,Yes,164.91,4,2026-07-31 05:53:15
INT003414,USER02830,Medicine,Apollo,Apollo,88.87,88.87,0.3,Yes,No,No,Yes,0.0,5,2026-05-20 18:46:23
INT003415,USER00026,Shopping,Amazon,Amazon,6176.41,6176.41,48.0,No,No,No,Yes,2448.06,5,2026-05-12 01:11:07
INT003416,USER00226,Food,Zomato,Zomato,222.19,222.19,0.48,No,Yes,Yes,Yes,0.0,3,2026-05-08 21:28:01
INT003417,USER01283,Medicine,PharmEasy,PharmEasy,21.22,21.22,33.7,Yes,No,Yes,Yes,0.0,4,2026-04-07 12:29:24
INT003418,USER00034,Medicine,Apollo,Apollo,133.87,133.87,24.6,No,No,Yes,Yes,22.44,5,2026-03-11 01:26:29
INT003419,USER00039,Food,Swiggy,Swiggy,390.71,390.71,0.45,No,No,Yes,Yes,83.85,4,2026-04-04 18:30:16
INT003420,USER01011,Medicine,Apollo,Apollo,102.99,102.99,15.4,Yes,No,No,Yes,58.5,5,2026-03-28 07:19:25
INT003421,USER00821,Ride,Ola,Rapido,231.52,295.23,0.1,No,No,No,No,0.0,3,2026-03-11 23:58:23
INT003422,USER00437,Food,Zomato,Swiggy,122.11,120.42,0.37,No,Yes,No,No,1.69,4,2026-05-14 11:45:53
INT003423,USER02843,Food,Zomato,Zomato,285.2,285.2,0.53,No,No,No,Yes,0.0,4,2026-05-30 17:25:18
INT003424,USER00243,Shopping,Amazon,Flipkart,5465.34,9802.51,24.0,No,No,Yes,Yes,1263.0,5,2026-03-01 17:35:31
INT003425,USER01087,Food,Swiggy,Swiggy,254.17,254.17,0.43,Yes,Yes,Yes,Yes,43.88,5,2026-05-08 16:24:24
INT003426,USER00027,Shopping,Amazon,Amazon,33077.23,33077.23,48.0,Yes,No,Yes,Yes,42838.81,5,2026-07-11 20:57:55
INT003427,USER00789,Food,Zomato,Zomato,255.09,255.09,0.62,No,No,Yes,Yes,23.08,5,2026-04-11 13:28:47
INT003428,USER00471,Shopping,Amazon,Amazon,69569.25,69569.25,72.0,Yes,No,Yes,Yes,560.76,4,2026-04-06 23:16:55
INT003429,USER00057,Food,Zomato,Zomato,294.41,294.41,0.52,No,Yes,No,Yes,0.0,4,2026-03-10 04:57:35
INT003430,USER00751,Ride,Ola,Ola,143.1,143.1,0.03,No,No,Yes,Yes,5.08,4,2026-02-08 16:06:06
INT003431,USER01561,Food,Swiggy,Swiggy,211.98,211.98,0.58,No,Yes,No,Yes,13.87,5,2026-07-21 22:24:17
INT003432,USER01530,Shopping,Ajio,Ajio,1705.17,1705.17,48.0,No,No,Yes,Yes,708.24,4,2026-03-16 19:56:52
INT003433,USER02461,Ride,Rapido,Rapido,384.67,384.67,0.13,No,Yes,No,No,89.33,4,2026-04-25 17:45:15
INT003434,USER01746,Ride,Rapido,Rapido,94.55,94.55,0.08,No,No,Yes,Yes,71.42,4,2026-06-14 00:55:22
INT003435,USER02495,Shopping,Flipkart,Flipkart,6118.25,6118.25,120.0,No,No,Yes,Yes,2723.33,4,2026-06-25 23:25:13
INT003436,USER00932,Ride,Uber,Uber,444.35,444.35,0.07,Yes,Yes,Yes,Yes,193.96,4,2026-02-14 12:34:33
INT003437,USER02609,Ride,Uber,Uber,236.34,236.34,0.05,No,No,Yes,Yes,146.82,5,2026-02-02 22:05:57
INT003438,USER01047,Shopping,Amazon,Amazon,26819.68,26819.68,120.0,No,No,Yes,Yes,6662.3,5,2026-05-19 13:07:17
INT003439,USER00677,Shopping,Flipkart,Amazon,3065.7,2322.93,48.0,No,No,Yes,Yes,742.77,5,2026-07-24 02:15:49
INT003440,USER00052,Medicine,Netmeds,Netmeds,68.21,68.21,36.5,No,No,Yes,Yes,41.84,5,2026-04-29 19:45:12
INT003441,USER02070,Shopping,Amazon,Amazon,2514.36,2514.36,48.0,No,Yes,Yes,Yes,1334.66,5,2026-04-25 14:18:24
INT003442,USER00124,Food,Swiggy,Swiggy,144.75,144.75,0.55,Yes,No,Yes,Yes,4.98,5,2026-03-18 15:55:28
INT003443,USER00631,Ride,Ola,Ola,101.18,101.18,0.03,No,No,Yes,No,57.56,4,2026-07-23 12:48:16
INT003444,USER00082,Shopping,Amazon,Amazon,978.73,978.73,72.0,Yes,No,Yes,Yes,910.73,4,2026-02-23 06:48:50
INT003445,USER00897,Ride,Rapido,Rapido,138.36,138.36,0.05,Yes,No,Yes,Yes,80.53,5,2026-03-28 10:36:50
INT003446,USER01834,Food,Zomato,Zomato,157.29,157.29,0.45,No,No,Yes,Yes,41.08,4,2026-07-13 06:11:08
INT003447,USER00092,Shopping,Flipkart,Flipkart,72856.91,72856.91,72.0,No,No,Yes,Yes,76396.24,3,2026-02-14 21:27:16
INT003448,USER00082,Shopping,Amazon,Amazon,14802.95,14802.95,120.0,No,No,Yes,Yes,1869.62,5,2026-04-02 08:16:39
INT003449,USER00269,Ride,Rapido,Uber,344.78,392.98,0.17,No,No,No,Yes,0.0,5,2026-05-20 23:54:05
INT003450,USER01487,Medicine,Apollo,Apollo,184.01,184.01,27.0,No,No,Yes,Yes,82.73,4,2026-04-17 14:24:45
INT003451,USER02037,Shopping,Amazon,Ajio,1677.7,2427.46,24.0,No,No,No,Yes,0.0,5,2026-04-05 06:20:16
INT003452,USER01614,Shopping,Amazon,Amazon,15051.36,15051.36,48.0,No,No,Yes,Yes,484.54,5,2026-05-28 20:24:35
INT003453,USER00482,Shopping,Flipkart,Flipkart,15535.9,15535.9,24.0,Yes,No,Yes,Yes,4104.99,4,2026-04-02 01:31:14
INT003454,USER01412,Medicine,Netmeds,Netmeds,32.43,32.43,26.6,No,No,Yes,Yes,14.32,5,2026-03-21 19:18:25
INT003455,USER00011,Ride,Uber,Uber,96.05,96.05,0.08,No,No,No,Yes,15.35,5,2026-07-24 14:59:09
INT003456,USER00039,Shopping,Flipkart,Flipkart,5753.56,5753.56,120.0,Yes,No,Yes,Yes,1671.6,4,2026-02-02 14:55:59
INT003457,USER00118,Shopping,Amazon,Amazon,507.05,507.05,24.0,No,No,Yes,Yes,502.88,5,2026-06-30 03:39:51
INT003458,USER02804,Medicine,PharmEasy,PharmEasy,29.64,29.64,23.5,No,No,Yes,Yes,29.34,5,2026-07-21 05:56:45
INT003459,USER00021,Ride,Ola,Ola,222.3,222.3,0.08,No,No,No,Yes,42.76,4,2026-04-17 11:17:56
INT003460,USER01378,Shopping,Amazon,Amazon,3565.79,3565.79,24.0,No,No,Yes,Yes,837.63,5,2026-05-23 17:16:54
INT003461,USER01592,Medicine,Apollo,Apollo,149.9,149.9,15.3,No,No,No,Yes,0.0,3,2026-07-01 19:21:32
INT003462,USER00128,Ride,Rapido,Uber,110.05,215.08,0.15,No,No,No,Yes,0.0,5,2026-02-28 11:15:26
INT003463,USER00227,Medicine,Apollo,Apollo,298.36,298.36,0.3,No,No,No,Yes,39.39,5,2026-07-16 22:56:13
INT003464,USER01814,Food,Zomato,Zomato,96.97,96.97,0.5,No,No,Yes,Yes,31.81,4,2026-03-28 02:34:38
INT003465,USER02475,Shopping,Amazon,Amazon,44033.5,44033.5,72.0,No,Yes,Yes,Yes,3082.22,4,2026-03-14 08:11:26
INT003466,USER00140,Food,Swiggy,Swiggy,178.03,178.03,0.53,No,No,Yes,Yes,117.1,4,2026-05-28 18:19:04
INT003467,USER00013,Food,Swiggy,Swiggy,279.39,279.39,0.5,No,No,Yes,Yes,54.69,4,2026-07-14 04:50:54
INT003468,USER00441,Shopping,Amazon,Amazon,249.21,249.21,48.0,No,No,Yes,Yes,294.84,5,2026-05-25 11:07:31
INT003469,USER00211,Shopping,Flipkart,Flipkart,1134.12,1134.12,48.0,No,No,Yes,Yes,0.0,4,2026-05-21 05:35:30
INT003470,USER01095,Food,Zomato,Zomato,93.59,93.59,0.33,No,No,Yes,Yes,44.12,5,2026-06-13 23:55:52
INT003471,USER00029,Shopping,Ajio,Ajio,1339.17,1339.17,120.0,No,No,Yes,Yes,1121.07,4,2026-07-25 06:56:49
INT003472,USER00079,Shopping,Flipkart,Amazon,8238.91,8696.52,72.0,No,No,No,Yes,0.0,5,2026-07-04 06:15:40
INT003473,USER00177,Food,Swiggy,Swiggy,134.97,134.97,0.6,No,No,No,Yes,65.25,4,2026-05-19 03:52:21
INT003474,USER01226,Shopping,Ajio,Ajio,8730.24,8730.24,24.0,Yes,No,Yes,Yes,4956.3,5,2026-06-16 20:28:25
INT003475,USER02376,Shopping,Amazon,Amazon,872.76,872.76,72.0,No,Yes,Yes,Yes,673.26,5,2026-06-22 08:26:12
INT003476,USER02468,Ride,Rapido,Rapido,90.25,90.25,0.08,Yes,No,No,Yes,19.02,5,2026-05-11 08:11:55
INT003477,USER00066,Medicine,Apollo,Apollo,61.21,61.21,21.7,No,No,Yes,Yes,0.0,4,2026-06-30 05:19:29
INT003478,USER00282,Medicine,Netmeds,Netmeds,102.1,102.1,22.0,No,No,No,Yes,43.81,4,2026-05-28 20:37:18
INT003479,USER00005,Ride,Ola,Ola,43.69,43.69,0.03,No,No,Yes,Yes,11.45,5,2026-06-10 01:42:06
INT003480,USER00957,Ride,Ola,Ola,119.0,119.0,0.05,Yes,Yes,Yes,Yes,1.15,4,2026-02-14 08:36:34
INT003481,USER01943,Ride,Ola,Ola,272.45,272.45,0.02,No,No,Yes,Yes,110.15,5,2026-04-25 02:01:02
INT003482,USER00009,Food,Zomato,Zomato,58.73,58.73,0.48,No,No,Yes,Yes,54.99,5,2026-07-24 23:18:05
INT003483,USER02154,Food,Zomato,Zomato,131.47,131.47,0.47,No,No,Yes,Yes,0.0,5,2026-03-28 13:04:05
INT003484,USER00147,Medicine,Netmeds,Netmeds,24.0,24.0,21.3,No,No,Yes,Yes,1.26,5,2026-03-10 10:33:03
INT003485,USER01050,Shopping,Amazon,Amazon,20550.73,20550.73,48.0,No,Yes,Yes,Yes,21925.01,4,2026-06-09 20:21:26
INT003486,USER00140,Food,Swiggy,Swiggy,70.74,70.74,0.48,No,No,Yes,Yes,5.88,5,2026-02-14 11:30:14
INT003487,USER00423,Ride,Rapido,Rapido,81.53,81.53,0.1,No,No,Yes,Yes,16.99,4,2026-02-24 02:57:29
INT003488,USER01502,Shopping,Amazon,Amazon,2029.47,2029.47,48.0,No,No,Yes,Yes,1206.99,5,2026-02-02 14:01:13
INT003489,USER00008,Medicine,PharmEasy,Apollo,44.85,59.61,10.8,No,No,No,Yes,0.0,4,2026-07-14 04:39:45
INT003490,USER00012,Shopping,Amazon,Amazon,34745.69,34745.69,48.0,No,No,Yes,Yes,21427.83,5,2026-03-19 19:32:50
INT003491,USER00099,Ride,Uber,Uber,287.13,287.13,0.03,No,No,Yes,Yes,67.84,4,2026-07-27 22:56:14
INT003492,USER00206,Food,Zomato,Zomato,166.14,166.14,0.52,No,No,No,Yes,81.34,4,2026-06-17 17:28:45
INT003493,USER01341,Shopping,Ajio,Ajio,1758.79,1758.79,48.0,No,No,Yes,No,0.0,3,2026-06-22 03:37:21
INT003494,USER01802,Ride,Uber,Uber,302.38,302.38,0.05,No,No,Yes,Yes,145.1,4,2026-04-06 11:53:38
INT003495,USER01199,Ride,Rapido,Rapido,374.28,374.28,0.2,Yes,No,No,Yes,67.57,5,2026-06-30 23:36:57
INT003496,USER00228,Food,Swiggy,Swiggy,150.8,150.8,0.63,No,No,No,Yes,18.41,5,2026-04-10 02:00:57
INT003497,USER00372,Ride,Uber,Uber,593.93,593.93,0.15,Yes,No,Yes,No,389.3,2,2026-03-18 20:21:29
INT003498,USER02612,Medicine,PharmEasy,PharmEasy,205.73,205.73,48.2,No,No,Yes,Yes,96.92,5,2026-03-02 17:19:43
INT003499,USER00267,Shopping,Flipkart,Amazon,34926.56,32956.05,120.0,No,No,Yes,Yes,1970.51,5,2026-04-14 18:37:48
INT003500,USER00474,Shopping,Amazon,Ajio,1000.29,938.45,72.0,No,No,No,No,421.51,3,2026-03-06 01:07:29
INT003501,USER01908,Food,Zomato,Zomato,269.02,269.02,0.52,No,No,Yes,Yes,0.0,4,2026-07-30 12:31:43
INT003502,USER02022,Ride,Rapido,Rapido,109.27,109.27,0.1,No,Yes,Yes,Yes,3.75,5,2026-05-23 00:57:10
INT003503,USER02532,Shopping,Flipkart,Flipkart,5046.54,5046.54,120.0,No,No,Yes,Yes,1657.92,4,2026-06-15 18:37:23
INT003504,USER01658,Shopping,Amazon,Amazon,78998.45,78998.45,24.0,No,No,Yes,Yes,34924.32,5,2026-06-11 20:00:03
INT003505,USER00010,Ride,Ola,Ola,213.11,213.11,0.13,No,No,No,Yes,0.0,4,2026-04-11 03:59:33
INT003506,USER01898,Shopping,Amazon,Amazon,49933.76,49933.76,24.0,No,No,Yes,Yes,38463.71,4,2026-07-11 13:13:58
INT003507,USER00015,Ride,Rapido,Rapido,41.16,41.16,0.05,No,No,Yes,Yes,9.79,5,2026-03-04 17:14:20
INT003508,USER00361,Food,Swiggy,Swiggy,354.69,354.69,0.5,No,No,Yes,No,37.8,3,2026-05-22 22:48:49
INT003509,USER00010,Shopping,Flipkart,Flipkart,1600.15,1600.15,120.0,Yes,No,No,Yes,292.07,3,2026-04-14 06:03:57
INT003510,USER00767,Food,Zomato,Zomato,469.34,469.34,0.87,Yes,Yes,No,No,0.0,3,2026-04-18 09:29:39
INT003511,USER01162,Medicine,Apollo,PharmEasy,24.62,17.77,29.1,No,No,Yes,Yes,6.85,4,2026-02-18 22:04:41
INT003512,USER00179,Food,Zomato,Zomato,393.06,393.06,0.45,No,No,Yes,Yes,14.49,4,2026-04-22 22:53:20
INT003513,USER02859,Shopping,Flipkart,Flipkart,17920.58,17920.58,48.0,No,Yes,Yes,No,9996.95,2,2026-07-14 12:14:07
INT003514,USER00032,Shopping,Amazon,Amazon,51812.05,51812.05,72.0,No,No,Yes,Yes,9912.07,4,2026-02-16 07:39:59
INT003515,USER01226,Food,Swiggy,Swiggy,437.59,437.59,0.57,Yes,No,Yes,Yes,278.88,5,2026-04-12 08:50:02
INT003516,USER00616,Ride,Uber,Uber,114.01,114.01,0.03,No,No,Yes,Yes,20.15,5,2026-03-07 23:44:00
INT003517,USER00004,Shopping,Amazon,Amazon,1231.46,1231.46,120.0,No,No,Yes,Yes,408.05,4,2026-06-16 22:02:14
INT003518,USER02225,Shopping,Amazon,Amazon,67047.02,67047.02,24.0,Yes,No,Yes,Yes,34968.0,5,2026-02-12 09:45:56
INT003519,USER00020,Shopping,Amazon,Amazon,7816.0,7816.0,96.0,No,No,No,Yes,7140.5,5,2026-06-10 09:01:26
INT003520,USER00672,Shopping,Amazon,Amazon,13506.0,13506.0,24.0,No,No,Yes,Yes,6553.57,5,2026-05-18 19:52:29
INT003521,USER01750,Food,Swiggy,Swiggy,156.98,156.98,0.48,No,No,No,Yes,13.06,5,2026-07-12 23:49:46
INT003522,USER02801,Ride,Ola,Ola,423.58,423.58,0.05,Yes,No,Yes,Yes,143.38,4,2026-06-27 00:09:28
INT003523,USER00016,Ride,Ola,Ola,101.96,101.96,0.02,No,No,Yes,Yes,75.47,5,2026-04-25 17:03:41
INT003524,USER00002,Ride,Ola,Ola,650.33,650.33,0.05,No,No,Yes,Yes,31.55,4,2026-04-16 09:08:58
INT003525,USER02583,Food,Swiggy,Zomato,131.97,100.37,0.48,No,No,No,Yes,31.6,5,2026-07-03 05:23:29
INT003526,USER00684,Food,Zomato,Zomato,195.67,195.67,0.37,Yes,Yes,Yes,Yes,79.5,4,2026-07-19 19:17:20
INT003527,USER00353,Shopping,Ajio,Ajio,2049.16,2049.16,72.0,No,Yes,No,No,2169.9,3,2026-06-08 18:48:19
INT003528,USER00070,Medicine,PharmEasy,PharmEasy,52.77,52.77,33.8,No,No,Yes,Yes,8.83,4,2026-05-01 01:41:22
INT003529,USER01906,Food,Zomato,Zomato,285.85,285.85,0.87,No,No,Yes,Yes,59.78,5,2026-04-16 06:39:20
INT003530,USER02871,Food,Zomato,Zomato,230.49,230.49,0.73,Yes,Yes,No,Yes,1.71,4,2026-03-07 10:36:03
